journal_id,journal
1875,Harm reduction journal
1876,Harmful algae
1877,Harvard review of psychiatry
1878,Head & face medicine
1879,Head & neck
1880,Head and neck pathology
1881,Headache
1882,Health & place
1883,Health & social care in the community
1884,Health & social work
1885,"Health (London, England : 1997)"
1886,Health affairs (Project Hope)
1887,Health and human rights
1888,Health and quality of life outcomes
1889,Health care analysis : HCA : journal of health philosophy and policy
1890,Health care for women international
1891,Health care management review
1892,Health care management science
1893,Health communication
1894,Health economics
1895,"Health economics, policy, and law"
1896,Health education & behavior : the official publication of the Society for Public Health Education
1897,Health education research
1898,Health expectations : an international journal of public participation in health care and health policy
1899,Health informatics journal
1900,Health information and libraries journal
1901,Health information management : journal of the Health Information Management Association of Australia
1902,Health physics
1903,"Health policy (Amsterdam, Netherlands)"
1904,Health policy and planning
1905,"Health promotion and chronic disease prevention in Canada : research, policy and practice"
1906,Health promotion international
1907,Health promotion journal of Australia : official journal of Australian Association of Health Promotion Professionals
1908,Health promotion practice
1909,"Health psychology : official journal of the Division of Health Psychology, American Psychological Association"
1910,Health psychology review
1911,Health reports
1912,Health research policy and systems
1913,Health security
1914,Health services management research
1915,Health services research
1916,Health systems and reform
1917,"Health technology assessment (Winchester, England)"
1918,"Healthcare (Amsterdam, Netherlands)"
1919,Hearing research
1920,Heart & lung : the journal of critical care
1921,Heart (British Cardiac Society)
1922,Heart and vessels
1923,Heart failure clinics
1924,Heart failure reviews
1925,Heart rhythm
1926,"Heart, lung & circulation"
1927,Helicobacter
1928,Hellenic journal of cardiology : HJC = Hellenike kardiologike epitheorese
1929,Hellenic journal of nuclear medicine
1930,Hematological oncology
1931,"Hematology (Amsterdam, Netherlands)"
1932,Hematology. American Society of Hematology. Education Program
1933,Hematology/oncology clinics of North America
1934,Hemodialysis international. International Symposium on Home Hemodialysis
1935,Hemoglobin
1936,Hepatobiliary & pancreatic diseases international : HBPD INT
1937,"Hepatology (Baltimore, Md.)"
1938,Hepatology international
1939,Hereditas
1940,Heredity
1941,Hernia : the journal of hernias and abdominal wall surgery
1942,Herz
1943,High altitude medicine & biology
1944,High blood pressure & cardiovascular prevention : the official journal of the Italian Society of Hypertension
1945,Hip international : the journal of clinical and experimental research on hip pathology and therapy
1946,Hippocampus
1947,Histochemistry and cell biology
1948,Histology and histopathology
1949,Histopathology
1950,"Historia, ciencias, saude--Manguinhos"
1951,History and philosophy of the life sciences
1952,History of psychiatry
1953,History of psychology
1954,"History of science; an annual review of literature, research and teaching"
1955,Holistic nursing practice
1956,Home health care services quarterly
1957,Homeopathy : the journal of the Faculty of Homeopathy
1958,Homo : internationale Zeitschrift fur die vergleichende Forschung am Menschen
1959,Hong Kong medical journal = Xianggang yi xue za zhi
1960,Hormone and metabolic research = Hormon- und Stoffwechselforschung = Hormones et metabolisme
1961,Hormone molecular biology and clinical investigation
1962,Hormone research in paediatrics
1963,Hormones & cancer
1964,"Hormones (Athens, Greece)"
1965,Hormones and behavior
1966,Hospital practice (1995)
1967,Huan jing ke xue= Huanjing kexue
1968,Human & experimental toxicology
1969,Human biology
1970,Human brain mapping
1971,Human cell
1972,Human factors
1973,"Human fertility (Cambridge, England)"
1974,Human gene therapy
1975,Human genetics
1976,Human genomics
1977,Human heredity
1978,Human immunology
1979,Human molecular genetics
1980,Human movement science
1981,Human mutation
1982,"Human nature (Hawthorne, N.Y.)"
1983,Human pathology
1984,Human psychopharmacology
1985,"Human reproduction (Oxford, England)"
1986,Human reproduction update
1987,Human resources for health
1988,Human vaccines & immunotherapeutics
1989,"Hypertension (Dallas, Tex. : 1979)"
1990,Hypertension in pregnancy
1991,Hypertension research : official journal of the Japanese Society of Hypertension
1992,IEEE ... International Conference on Rehabilitation Robotics : [proceedings]
1993,IEEE computer graphics and applications
1994,IEEE journal of biomedical and health informatics
1995,IEEE pulse
1996,IEEE transactions on bio-medical engineering
1997,IEEE transactions on biomedical circuits and systems
1998,IEEE transactions on cybernetics
1999,IEEE transactions on haptics
2000,IEEE transactions on image processing : a publication of the IEEE Signal Processing Society
2001,IEEE transactions on medical imaging
2002,IEEE transactions on nanobioscience
2003,IEEE transactions on neural networks and learning systems
2004,IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society
2005,IEEE transactions on pattern analysis and machine intelligence
2006,"IEEE transactions on ultrasonics, ferroelectrics, and frequency control"
2007,IEEE transactions on visualization and computer graphics
2008,IEEE/ACM transactions on computational biology and bioinformatics
2009,IET nanobiotechnology
2010,IET systems biology
2011,ILAR journal
2012,ISA transactions
2013,IUBMB life
2014,Ideggyogyaszati szemle
2015,Immunity
2016,"Immunity, inflammation and disease"
2017,Immunobiology
2018,Immunogenetics
2019,Immunologic research
2020,Immunological investigations
2021,Immunological reviews
2022,Immunology
2023,Immunology and allergy clinics of North America
2024,Immunology and cell biology
2025,Immunology letters
2026,Immunopharmacology and immunotoxicology
2027,Immunotherapy
2028,Implementation science : IS
2029,In vitro cellular & developmental biology. Animal
2030,"In vivo (Athens, Greece)"
2031,Indian heart journal
2032,Indian journal of cancer
2033,"Indian journal of dermatology, venereology and leprology"
2034,Indian journal of gastroenterology : official journal of the Indian Society of Gastroenterology
2035,Indian journal of medical ethics
2036,Indian journal of medical microbiology
2037,Indian journal of ophthalmology
2038,Indian journal of pathology & microbiology
2039,Indian journal of pediatrics
2040,Indian journal of pharmacology
2041,Indian journal of public health
2042,Indian pediatrics
2043,Indoor air
2044,Industrial health
2045,Infancy : the official journal of the International Society on Infant Studies
2046,Infant behavior & development
2047,Infant mental health journal
2048,Infection
2049,Infection and immunity
2050,Infection control and hospital epidemiology
2051,"Infection, disease & health"
2052,"Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases"
2053,Infectious disease clinics of North America
2054,"Infectious diseases (London, England)"
2055,Infectious diseases of poverty
2056,Inflammation
2057,Inflammation research : official journal of the European Histamine Research Society ... [et al.]
2058,Inflammatory bowel diseases
2059,Inflammopharmacology
2060,Influenza and other respiratory viruses
2061,Informatics for health & social care
2062,Inhalation toxicology
2063,Injury
2064,Injury prevention : journal of the International Society for Child and Adolescent Injury Prevention
2065,Innate immunity
2066,"Innovations (Philadelphia, Pa.)"
2067,Inorganic chemistry
2068,"Inquiry : a journal of medical care organization, provision and financing"
2069,Insect biochemistry and molecular biology
2070,Insect molecular biology
2071,Insect science
2072,Instructional course lectures
2073,Integrated environmental assessment and management
2074,Integrative and comparative biology
2075,Integrative biology : quantitative biosciences from nano to macro
2076,Integrative cancer therapies
2077,Integrative psychological & behavioral science
2078,Integrative zoology
2079,Intellectual and developmental disabilities
2080,Intensive & critical care nursing
2081,Intensive care medicine
2082,Interactive cardiovascular and thoracic surgery
2083,"Interdisciplinary sciences, computational life sciences"
2084,Interdisciplinary topics in gerontology and geriatrics
2085,Internal and emergency medicine
2086,"Internal medicine (Tokyo, Japan)"
2087,Internal medicine journal
2088,International anesthesiology clinics
2089,International angiology : a journal of the International Union of Angiology
2090,International archives of allergy and immunology
2091,International archives of occupational and environmental health
2092,International braz j urol : official journal of the Brazilian Society of Urology
2093,International breastfeeding journal
2094,International clinical psychopharmacology
2095,International dental journal
2096,International emergency nursing
2097,International endodontic journal
2098,International forum of allergy & rhinology
2099,International health
2100,International heart journal
2101,International immunology
2102,International immunopharmacology
2103,International journal for equity in health
2104,International journal for numerical methods in biomedical engineering
2105,International journal for parasitology
2106,International journal for parasitology. Drugs and drug resistance
2107,International journal for quality in health care : journal of the International Society for Quality in Health Care
